"Cod_aero";"Aero";"Cod_parque";"minTime";"maxTime";"tiempo_s";"len";"tecnico";"filepath"
"0566";"3W-10";"PVIC";"2016-11-23 11:30:02";"2016-11-23 11:33:58";236;255,631790004829;"673";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479896992673.gpx"
"0567";"3W-11";"PVIC";"2016-11-23 11:36:13";"2016-11-23 11:40:14";241;208,007799666703;"080";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479897362080.gpx"
"0568";"3W-12";"PVIC";"2016-11-23 11:41:40";"2016-11-23 11:45:14";214;233,014126422281;"026";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479897690026.gpx"
"0570";"3W-14";"PVIC";"2016-11-23 11:48:33";"2016-11-23 11:52:34";241;239,447611895202;"236";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479898102236.gpx"
"0571";"3W-15";"PVIC";"2016-11-23 11:54:16";"2016-11-23 11:58:48";272;247,096209767188;"431";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479898446431.gpx"
"0572";"3W-16";"PVIC";"2016-11-23 12:00:01";"2016-11-23 12:03:38";217;220,134843791468;"701";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479898790701.gpx"
"0574";"3W-18";"PVIC";"2016-11-23 12:10:22";"2016-11-23 12:15:52";330;238,012248582385;"610";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479899413610.gpx"
"0575";"3W-19";"PVIC";"2016-11-23 12:17:19";"2016-11-23 12:22:41";322;285,828215429699;"964";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479899828964.gpx"
"0576";"3W-20";"PVIC";"2016-11-23 12:24:22";"2016-11-23 12:27:51";209;219,241316354091;"310";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479900252310.gpx"
"0578";"3W-22";"PVIC";"2016-11-23 12:29:46";"2016-11-23 12:34:47";301;205,048658568256;"923";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479900575923.gpx"
"0579";"3W-23";"PVIC";"2016-11-23 12:36:38";"2016-11-23 12:42:18";340;211,184460842328;"830";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479900987830.gpx"
"0580";"3W-24";"PVIC";"2016-11-23 12:44:02";"2016-11-23 12:47:21";199;222,457440824221;"100";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479901431100.gpx"
"0582";"3W-26";"PVIC";"2016-11-23 12:49:25";"2016-11-23 12:53:29";244;239,983392260945;"623";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479901754623.gpx"
"0587";"3W-31";"PVIC";"2016-11-23 13:11:20";"2016-11-23 13:15:51";271;279,293174921484;"367";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479903069367.gpx"
"0588";"3W-32";"PVIC";"2016-11-23 13:19:54";"2016-11-23 13:23:46";232;232,741284229345;"295";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479903583295.gpx"
"0590";"3W-34";"PVIC";"2016-11-23 13:25:36";"2016-11-23 13:28:56";200;197,088645947104;"379";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479903926379.gpx"
"0591";"3W-35";"PVIC";"2016-11-23 13:31:04";"2016-11-23 13:34:47";223;249,821221986508;"602";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479904253602.gpx"
"0592";"3W-36";"PVIC";"2016-11-23 13:35:43";"2016-11-23 13:39:47";244;260,99047705482;"978";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479904531978.gpx"
"0594";"3W-38";"PVIC";"2016-11-23 13:41:28";"2016-11-23 13:45:52";264;252,940946704788;"354";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479904873354.gpx"
"0595";"3W-39";"PVIC";"2016-11-23 13:47:25";"2016-11-23 13:51:08";223;276,426920781579;"217";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/6/SONY_RCG/Adantia Track Logger_1479905235217.gpx"
"0516";"13W-01";"PRIO";"2018-03-12 13:32:30.000";"2018-03-12 13:40:54.000";504;434,266791695729;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0519";"13W-04";"PRIO";"2018-03-12 13:48:45.000";"2018-03-12 13:58:29.000";584;458,089301694981;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0520";"13W-05";"PRIO";"2018-03-12 13:59:01.000";"2018-03-12 14:07:10.000";489;473,239559891639;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0522";"13W-07";"PRIO";"2018-03-12 14:09:37.000";"2018-03-12 14:17:40.000";483;465,853818216604;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0525";"13W-10";"PRIO";"2018-03-12 12:05:45.000";"2018-03-12 12:12:10.000";385;408,88162178966;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0526";"13W-11";"PRIO";"2018-03-12 12:48:01.000";"2018-03-12 12:55:39.000";458;477,04929609761;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0530";"13W-15";"PRIO";"2018-03-12 12:32:34.535";"2018-03-12 12:38:36.000";361,465000152588;443,174684245581;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0532";"11W-01";"PGAM";"2018-03-13 07:24:33.000";"2018-03-13 07:34:04.000";571;530,334151480998;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0533";"11W-02";"PGAM";"2018-03-13 07:38:05.000";"2018-03-13 07:48:29.000";624;596,583833335167;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0535";"11W-04";"PGAM";"2018-03-13 07:53:33.000";"2018-03-13 07:59:54.000";381;446,02190103056;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0536";"11W-05";"PGAM";"2018-03-13 08:06:58.000";"2018-03-13 08:16:55.000";597;563,087792785809;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0540";"11W-09";"PGAM";"2018-03-13 08:20:32.000";"2018-03-13 08:28:20.000";468;518,316652292916;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0541";"11W-10";"PGAM";"2018-03-13 08:32:49.000";"2018-03-13 08:40:17.000";448;493,047599964205;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0546";"11W-15";"PGAM";"2018-03-13 08:44:52.000";"2018-03-13 08:52:02.000";430;447,01059146913;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0549";"11W-18";"PGAM";"2018-03-13 09:10:04.000";"2018-03-13 09:16:03.000";359;398,58235377465;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0551";"11W-20";"PGAM";"2018-03-13 09:19:15.000";"2018-03-13 09:26:56.000";461;465,089041476716;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0554";"11W-23";"PGAM";"2018-03-13 09:33:38.000";"2018-03-13 09:41:49.000";491;460,559581382692;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0555";"11W-24";"PGAM";"2018-03-13 09:43:54.000";"2018-03-13 09:54:16.000";622;553,352412690892;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0556";"11W-25";"PGAM";"2018-03-13 09:55:55.000";"2018-03-13 10:04:10.000";495;442,773784072084;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0558";"3W-02";"PVIC";"2018-03-14 07:50:55.000";"2018-03-14 07:55:06.000";251;294,060872102612;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0559";"3W-03";"PVIC";"2018-03-14 07:56:31.000";"2018-03-14 08:00:46.000";255;298,456289125112;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0560";"3W-04";"PVIC";"2018-03-14 08:02:21.000";"2018-03-14 08:08:15.000";354;392,986371398373;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0562";"3W-06";"PVIC";"2018-03-14 08:11:42.000";"2018-03-14 08:18:47.000";425;427,149438773154;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0563";"3W-07";"PVIC";"2018-03-14 08:20:39.000";"2018-03-14 08:26:46.000";367;385,858517902793;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0564";"3W-08";"PVIC";"2018-03-14 08:29:29.000";"2018-03-14 08:34:43.000";314;352,433831591505;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0566";"3W-10";"PVIC";"2018-03-14 08:36:58.000";"2018-03-14 08:42:11.000";313;368,825787007231;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0567";"3W-11";"PVIC";"2018-03-14 08:43:15.000";"2018-03-14 08:48:38.000";323;391,194225452843;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0568";"3W-12";"PVIC";"2018-03-14 08:50:04.000";"2018-03-14 08:56:20.000";376;441,448997694653;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0570";"3W-14";"PVIC";"2018-03-14 08:58:00.000";"2018-03-14 09:03:45.000";345;385,886503454634;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0571";"3W-15";"PVIC";"2018-03-14 09:05:24.000";"2018-03-14 09:10:40.000";316;388,616731071451;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0572";"3W-16";"PVIC";"2018-03-14 09:12:02.000";"2018-03-14 09:18:09.000";367;397,084734935621;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0574";"3W-18";"PVIC";"2018-03-14 09:21:19.000";"2018-03-14 09:27:28.000";369;399,369368880588;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0575";"3W-19";"PVIC";"2018-03-14 09:29:13.000";"2018-03-14 09:35:19.000";366;443,976105046444;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0576";"3W-20";"PVIC";"2018-03-14 09:36:33.000";"2018-03-14 09:41:37.000";304;365,207479630311;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0578";"3W-22";"PVIC";"2018-03-14 09:43:13.000";"2018-03-14 09:49:38.000";385;427,675743874386;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0579";"3W-23";"PVIC";"2018-03-14 09:54:01.000";"2018-03-14 09:55:11.000";70;53,8730241821409;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0580";"3W-24";"PVIC";"2018-03-14 09:56:33.000";"2018-03-14 09:57:40.000";67;53,9466373264879;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0582";"3W-26";"PVIC";"2018-03-14 10:00:21.000";"2018-03-14 10:01:31.000";70;50,952955082843;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0584";"3W-28";"PVIC";"2018-03-14 10:06:22.000";"2018-03-14 10:10:09.000";227;69,4734405184201;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0598";"12W-01";"PBUI";"2018-03-13 10:12:00.000";"2018-03-13 10:20:32.000";512;498,53123629147;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0599";"12W-02";"PBUI";"2018-03-13 10:23:01.000";"2018-03-13 10:30:38.000";457;458,36856006583;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0602";"12W-05";"PBUI";"2018-03-13 10:52:10.000";"2018-03-13 10:58:59.000";409;457,610632721256;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0603";"12W-06";"PBUI";"2018-03-13 11:01:40.000";"2018-03-13 11:09:27.000";467;493,323562800569;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0604";"12W-07";"PBUI";"2018-03-13 11:10:31.000";"2018-03-13 11:18:01.000";450;510,571543317952;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0607";"12W-10";"PBUI";"2018-03-13 11:31:37.852";"2018-03-13 11:38:20.000";402,148000001907;445,614453945717;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0609";"12W-12";"PBUI";"2018-03-13 11:44:23.000";"2018-03-13 11:49:31.000";308;280,083412703044;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0610";"12W-13";"PBUI";"2018-03-13 11:51:57.000";"2018-03-13 11:58:37.000";400;439,656074481966;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0612";"12W-15";"PBUI";"2018-03-13 12:00:34.000";"2018-03-13 12:09:22.000";528;472,82849034871;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0615";"12W-18";"PBUI";"2018-03-13 12:11:36.000";"2018-03-13 12:18:44.000";428;439,006432696545;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0616";"12W-19";"PBUI";"2018-03-13 12:20:30.000";"2018-03-13 12:27:16.000";406;458,550229517863;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0617";"12W-20";"PBUI";"2018-03-13 12:29:01.859";"2018-03-13 12:35:01.000";359,141000032425;482,083844320002;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0622";"12W-25";"PBUI";"2018-03-13 12:54:51.000";"2018-03-13 12:59:02.000";251;359,058545717946;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0627";"12W-30";"PBUI";"2018-03-13 13:02:43.000";"2018-03-13 13:08:14.000";331;385,453665248921;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0628";"12W-31";"PBUI";"2018-03-13 13:10:25.000";"2018-03-13 13:18:24.000";479;487,242748668055;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0629";"01";"PCAR";"2018-03-12 11:04:55.000";"2018-03-12 11:09:51.000";296;291,247363057034;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0634";"06";"PCAR";"2018-03-12 10:50:22.000";"2018-03-12 10:57:08.000";406;391,563617691963;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0639";"11";"PCAR";"2018-03-12 10:35:19.000";"2018-03-12 10:43:26.000";487;441,09152203075;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0644";"16";"PCAR";"2018-03-12 09:15:50.000";"2018-03-12 09:22:16.000";386;416,185196929198;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0648";"20";"PCAR";"2018-03-12 09:28:03.000";"2018-03-12 09:35:11.000";428;389,902739898744;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0649";"21";"PCAR";"2018-03-12 09:36:29.000";"2018-03-12 09:43:49.000";440;455,958084092181;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0654";"26";"PCAR";"2018-03-12 09:50:50.000";"2018-03-12 09:57:29.000";399;424,547049855902;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0659";"31";"PCAR";"2018-03-12 10:05:17.000";"2018-03-12 10:12:09.000";412;427,858681916277;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0664";"36";"PCAR";"2018-03-12 10:17:06.000";"2018-03-12 10:25:12.000";486;484,266292605417;"mal";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_mal.gpx"
"0519";"13W-04";"PRIO";"2018-03-12 13:48:34.000";"2018-03-12 13:58:29.000";595;617,074125278929;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0520";"13W-05";"PRIO";"2018-03-12 13:59:00.000";"2018-03-12 14:06:37.000";457;452,552102549856;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0522";"13W-07";"PRIO";"2018-03-12 14:10:29.000";"2018-03-12 14:18:32.000";483;525,85397148667;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0525";"13W-10";"PRIO";"2018-03-12 12:03:50.000";"2018-03-12 12:12:04.000";494;497,558576461729;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0526";"13W-11";"PRIO";"2018-03-12 12:47:22.000";"2018-03-12 12:55:25.000";483;553,447398505106;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0530";"13W-15";"PRIO";"2018-03-12 12:39:08.000";"2018-03-12 12:40:08.000";60;71,9370424237626;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0532";"11W-01";"PGAM";"2018-03-13 07:22:46.000";"2018-03-13 07:32:46.000";600;349,064331975221;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0533";"11W-02";"PGAM";"2018-03-13 07:43:01.000";"2018-03-13 07:46:10.000";189;113,039366179027;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0535";"11W-04";"PGAM";"2018-03-13 07:53:21.000";"2018-03-13 08:01:19.000";478;447,770710324673;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0536";"11W-05";"PGAM";"2018-03-13 08:06:52.000";"2018-03-13 08:15:57.000";545;419,406148520551;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0540";"11W-09";"PGAM";"2018-03-13 08:26:25.000";"2018-03-13 08:28:06.000";101;92,586066077217;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0541";"11W-10";"PGAM";"2018-03-13 08:38:23.000";"2018-03-13 08:39:41.000";78;100,130437429813;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0546";"11W-15";"PGAM";"2018-03-13 08:52:10.000";"2018-03-13 08:53:13.000";63;71,3862581017677;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0551";"11W-20";"PGAM";"2018-03-13 09:25:41.000";"2018-03-13 09:29:12.000";211;138,941882556386;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0554";"11W-23";"PGAM";"2018-03-13 09:32:34.000";"2018-03-13 09:42:03.000";569;363,38251898233;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0555";"11W-24";"PGAM";"2018-03-13 09:44:04.000";"2018-03-13 09:52:36.000";512;444,00020184668;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0556";"11W-25";"PGAM";"2018-03-13 09:56:07.000";"2018-03-13 10:04:58.000";531;434,996399756247;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0558";"3W-02";"PVIC";"2018-03-14 07:48:29.000";"2018-03-14 07:54:54.000";385;338,351859936853;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0559";"3W-03";"PVIC";"2018-03-14 07:59:54.000";"2018-03-14 08:05:43.000";349;293,762281886953;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0560";"3W-04";"PVIC";"2018-03-14 08:06:39.000";"2018-03-14 08:08:29.000";110;78,8595577873584;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0562";"3W-06";"PVIC";"2018-03-14 08:10:27.000";"2018-03-14 08:19:02.000";515;456,253040504456;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0563";"3W-07";"PVIC";"2018-03-14 08:20:21.000";"2018-03-14 08:26:58.000";397;356,840369254511;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0564";"3W-08";"PVIC";"2018-03-14 08:28:39.000";"2018-03-14 08:35:07.000";388;406,416890212189;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0566";"3W-10";"PVIC";"2018-03-14 08:36:07.000";"2018-03-14 08:41:47.000";340;338,010417549819;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0567";"3W-11";"PVIC";"2018-03-14 08:43:36.000";"2018-03-14 08:53:33.000";597;601,754505093278;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0568";"3W-12";"PVIC";"2018-03-14 08:54:31.000";"2018-03-14 08:56:10.000";99;87,1541953462456;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0570";"3W-14";"PVIC";"2018-03-14 08:57:30.000";"2018-03-14 09:08:34.000";664;726,299073989846;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0571";"3W-15";"PVIC";"2018-03-14 09:05:09.000";"2018-03-14 09:17:13.000";724;721,107125172438;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0572";"3W-16";"PVIC";"2018-03-14 09:18:04.000";"2018-03-14 09:19:19.000";75;84,6108216024279;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0574";"3W-18";"PVIC";"2018-03-14 09:20:36.000";"2018-03-14 09:26:17.000";341;351,480208557641;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0575";"3W-19";"PVIC";"2018-03-14 09:28:31.000";"2018-03-14 09:34:15.000";344;349,345383908163;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0576";"3W-20";"PVIC";"2018-03-14 09:35:59.000";"2018-03-14 09:41:55.000";356;382,599274852853;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0578";"3W-22";"PVIC";"2018-03-14 09:42:56.000";"2018-03-14 09:52:16.000";560;661,882818579312;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0579";"3W-23";"PVIC";"2018-03-14 09:50:38.000";"2018-03-14 09:55:17.000";279;448,171285029287;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0580";"3W-24";"PVIC";"2018-03-14 09:56:30.000";"2018-03-14 09:57:44.000";74;75,2658393709217;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0582";"3W-26";"PVIC";"2018-03-14 10:00:23.000";"2018-03-14 10:01:26.000";63;53,6406757743578;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0583";"3W-27";"PVIC";"2018-03-14 10:03:43.000";"2018-03-14 10:04:54.000";71;67,7841495719534;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0584";"3W-28";"PVIC";"2018-03-14 10:06:27.000";"2018-03-14 10:10:10.000";223;142,106197511306;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0598";"12W-01";"PBUI";"2018-03-13 10:12:01.000";"2018-03-13 10:21:15.000";554;495,192860898218;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0599";"12W-02";"PBUI";"2018-03-13 10:23:20.000";"2018-03-13 10:31:13.000";473;424,537605786973;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0602";"12W-05";"PBUI";"2018-03-13 10:51:52.000";"2018-03-13 10:58:46.000";414;402,981009942398;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0603";"12W-06";"PBUI";"2018-03-13 11:00:43.000";"2018-03-13 11:09:12.000";509;571,847391718554;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0604";"12W-07";"PBUI";"2018-03-13 11:18:03.000";"2018-03-13 11:18:49.000";46;61,6312406937641;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0607";"12W-10";"PBUI";"2018-03-13 11:31:48.000";"2018-03-13 11:39:47.000";479;431,388652712846;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0609";"12W-12";"PBUI";"2018-03-13 11:42:32.000";"2018-03-13 11:49:13.000";401;241,679021004569;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
"0615";"12W-18";"PBUI";"2018-03-13 12:18:02.000";"2018-03-13 12:19:12.000";70;83,3647944718359;"svp";"C:\GitHub\AdantiaTools\02_GPXTool\gpx/8/20180312_14_svp.gpx"
